investor,commit,deal_size,invite,rating,int_rate,covenants,total_fees,fee_share,prior_tier,invite_tier,tier_change,fee_percent,invite_percent
Damiba Investment Group,Commit,2600,330,2,Market,2,195,9.8,Bookrunner,Bookrunner,None,0.05025641026,0.1269230769
Beef and Broccoli Union,Commit,700,110,1,Market,2,75,18.1,Bookrunner,Bookrunner,None,0.2413333333,0.1571428571
Bank of Pepperoni Pizza,Commit,1000,130,7,Market,0,122,30.5,Bookrunner,Bookrunner,None,0.25,0.13
Cold Cut Credit,Decline,300,30,3,Above,3,54,11.9,Bookrunner,Participant,Demoted,0.2203703704,0.1
Damiba Investment Group,Commit,1200,160,6,Market,0,50,4.8,Bookrunner,Bookrunner,None,0.096,0.1333333333
Damiba Investment Group,Commit,900,130,2,Market,2,86,4.7,Bookrunner,Bookrunner,None,0.05465116279,0.1444444444
Cold Cut Credit,Decline,1400,150,5,Market,0,40,2.9,Bookrunner,Participant,Demoted,0.0725,0.1071428571
Bank of Pepperoni Pizza,Commit,1300,200,2,Market,2,114,9.5,Bookrunner,Bookrunner,None,0.08333333333,0.1538461538
Damiba Investment Group,Commit,1200,230,1,Below,2,79,22.3,Bookrunner,Bookrunner,None,0.282278481,0.1916666667
Cold Cut Credit,Commit,1200,220,1,Below,2,79,26.1,Bookrunner,Bookrunner,None,0.3303797468,0.1833333333
Ipanema Investments,Commit,1600,140,6,Market,1,205,33,Bookrunner,Participant,Demoted,0.1609756098,0.0875
Cold Cut Credit,Commit,1500,250,9,Market,0,174,22.4,Bookrunner,Bookrunner,None,0.1287356322,0.1666666667
Damiba Investment Group,Commit,1000,150,3,Market,3,186,11.7,Bookrunner,Bookrunner,None,0.06290322581,0.15
Ipanema Investments,Commit,1100,160,9,Above,0,113,17,Bookrunner,Bookrunner,None,0.1504424779,0.1454545455
Cold Cut Credit,Commit,1400,90,5,Market,1,234,26.2,Participant,Participant,None,0.111965812,0.06428571429
Bank of Pepperoni Pizza,Commit,200,30,2,Market,2,16,1,Bookrunner,Bookrunner,None,0.0625,0.15
Beef and Broccoli Union,Commit,1400,210,4,Market,1,128,0,Participant,Bookrunner,Promoted,0,0.15
Cold Cut Credit,Commit,1600,180,9,Market,0,235,3.8,Participant,Participant,None,0.01617021277,0.1125
Beef and Broccoli Union,Decline,1000,140,1,Market,2,128,3.1,Bookrunner,Bookrunner,None,0.02421875,0.14
Bank of Pepperoni Pizza,Commit,1200,160,8,Market,0,47,3.9,Bookrunner,Bookrunner,None,0.0829787234,0.1333333333
Damiba Investment Group,Commit,300,40,2,Market,3,47,4.7,Bookrunner,Bookrunner,None,0.1,0.1333333333
Beef and Broccoli Union,Commit,1300,270,9,Market,0,94,32.8,Participant,Bookrunner,Promoted,0.3489361702,0.2076923077
Cold Cut Credit,Commit,1500,170,6,Above,1,178,26,Bookrunner,Participant,Demoted,0.1460674157,0.1133333333
Damiba Investment Group,Commit,1000,160,8,Above,0,130,31.1,Bookrunner,Bookrunner,None,0.2392307692,0.16
Ipanema Investments,Decline,1800,180,1,Market,1,65,2.3,Participant,Participant,None,0.03538461538,0.1
Bank of Pepperoni Pizza,Commit,1000,140,8,Market,0,144,7.5,Bookrunner,Bookrunner,None,0.05208333333,0.14
Cold Cut Credit,Decline,700,150,2,Below,2,89,2,Bookrunner,Bookrunner,None,0.02247191011,0.2142857143
Damiba Investment Group,Commit,1400,320,4,Above,1,88,24.6,Bookrunner,Bookrunner,None,0.2795454545,0.2285714286
Bank of Pepperoni Pizza,Commit,700,90,1,Market,2,86,0.8,Bookrunner,Bookrunner,None,0.009302325581,0.1285714286
Ipanema Investments,Commit,900,150,1,Market,1,44,11.6,Bookrunner,Bookrunner,None,0.2636363636,0.1666666667
Ipanema Investments,Commit,1700,270,9,Market,0,185,9.6,Bookrunner,Bookrunner,None,0.05189189189,0.1588235294
Cold Cut Credit,Decline,900,80,1,Market,2,75,9.4,Bookrunner,Participant,Demoted,0.1253333333,0.08888888889
Beef and Broccoli Union,Decline,500,50,3,Below,2,27,1.4,Bookrunner,Participant,Demoted,0.05185185185,0.1
Beef and Broccoli Union,Commit,2200,320,7,Market,0,229,21.5,Bookrunner,Bookrunner,None,0.09388646288,0.1454545455
Ipanema Investments,Decline,1200,90,9,Market,0,172,26,Bookrunner,Participant,Demoted,0.1511627907,0.075
Bank of Pepperoni Pizza,Commit,600,120,4,Market,1,46,0.6,Bookrunner,Bookrunner,None,0.01304347826,0.2
Cold Cut Credit,Decline,1300,90,8,Market,0,121,8.5,Bookrunner,Participant,Demoted,0.07024793388,0.06923076923
Cold Cut Credit,Commit,800,180,3,Below,2,102,27.5,Bookrunner,Bookrunner,None,0.2696078431,0.225
Cold Cut Credit,Commit,1000,220,6,Market,1,142,38.5,Bookrunner,Bookrunner,None,0.2711267606,0.22
Cold Cut Credit,Commit,1600,350,2,Market,3,242,48.9,Bookrunner,Bookrunner,None,0.2020661157,0.21875
Bank of Pepperoni Pizza,Commit,1100,180,8,Market,0,64,15.5,Bookrunner,Bookrunner,None,0.2421875,0.1636363636
Damiba Investment Group,Commit,200,30,1,Market,2,22,4.8,Bookrunner,Bookrunner,None,0.2181818182,0.15
Beef and Broccoli Union,Decline,1000,120,8,Market,0,144,39.6,Bookrunner,Participant,Demoted,0.275,0.12
Cold Cut Credit,Commit,1100,170,9,Market,0,115,16.7,Bookrunner,Bookrunner,None,0.1452173913,0.1545454545
Bank of Pepperoni Pizza,Commit,1500,240,2,Market,3,260,7.5,Bookrunner,Bookrunner,None,0.02884615385,0.16
Ipanema Investments,Decline,900,100,2,Market,2,72,7.8,Bookrunner,Participant,Demoted,0.1083333333,0.1111111111
Damiba Investment Group,Commit,1100,150,1,Market,2,103,11,Bookrunner,Bookrunner,None,0.1067961165,0.1363636364
Bank of Pepperoni Pizza,Commit,1000,150,6,Market,2,203,18.9,Bookrunner,Bookrunner,None,0.09310344828,0.15
Damiba Investment Group,Commit,1500,300,8,Market,0,119,18.3,Bookrunner,Bookrunner,None,0.1537815126,0.2
Beef and Broccoli Union,Commit,1100,230,1,Market,3,179,49.6,Bookrunner,Bookrunner,None,0.2770949721,0.2090909091
Beef and Broccoli Union,Commit,300,40,3,Market,2,27,2.9,Participant,Bookrunner,Promoted,0.1074074074,0.1333333333
Cold Cut Credit,Commit,1700,250,10,Below,0,95,0,Participant,Bookrunner,Promoted,0,0.1470588235
Cold Cut Credit,Commit,1400,250,10,Market,0,114,7.8,Bookrunner,Bookrunner,None,0.06842105263,0.1785714286
Ipanema Investments,Commit,800,120,3,Market,2,66,10,Bookrunner,Bookrunner,None,0.1515151515,0.15
Bank of Pepperoni Pizza,Commit,600,80,3,Market,2,58,8.8,Bookrunner,Bookrunner,None,0.1517241379,0.1333333333
Bank of Pepperoni Pizza,Commit,1300,180,3,Below,3,218,14.4,Participant,Bookrunner,Promoted,0.06605504587,0.1384615385
Damiba Investment Group,Commit,1600,220,8,Market,0,167,24.7,Bookrunner,Bookrunner,None,0.1479041916,0.1375
Cold Cut Credit,Commit,500,80,3,Market,2,56,13.8,Bookrunner,Bookrunner,None,0.2464285714,0.16
Bank of Pepperoni Pizza,Commit,1000,200,5,Market,0,31,6,Bookrunner,Bookrunner,None,0.1935483871,0.2
Ipanema Investments,Commit,700,120,3,Market,2,62,14.8,Bookrunner,Bookrunner,None,0.2387096774,0.1714285714
Ipanema Investments,Decline,900,50,1,Below,2,64,4,Bookrunner,Participant,Demoted,0.0625,0.05555555556
Ipanema Investments,Commit,1200,200,4,Market,1,118,12.5,Bookrunner,Bookrunner,None,0.1059322034,0.1666666667
Damiba Investment Group,Decline,1000,110,4,Market,1,93,6.1,Bookrunner,Participant,Demoted,0.06559139785,0.11
Ipanema Investments,Commit,1300,220,8,Market,0,121,18.6,Participant,Bookrunner,Promoted,0.1537190083,0.1692307692
Beef and Broccoli Union,Commit,1500,320,3,Market,2,201,59.9,Bookrunner,Bookrunner,None,0.2980099502,0.2133333333
Damiba Investment Group,Commit,2400,300,5,Market,2,367,56.2,Bookrunner,Bookrunner,None,0.153133515,0.125
Bank of Pepperoni Pizza,Commit,500,60,1,Above,3,76,1.7,Bookrunner,Bookrunner,None,0.02236842105,0.12
Bank of Pepperoni Pizza,Commit,1200,160,1,Above,2,171,16.9,Bookrunner,Bookrunner,None,0.09883040936,0.1333333333
Bank of Pepperoni Pizza,Commit,200,40,1,Market,3,35,8.3,Bookrunner,Bookrunner,None,0.2371428571,0.2
Cold Cut Credit,Commit,900,130,3,Above,1,31,1.7,Participant,Bookrunner,Promoted,0.05483870968,0.1444444444
Cold Cut Credit,Commit,1300,100,10,Market,0,150,24.9,Bookrunner,Participant,Demoted,0.166,0.07692307692
Cold Cut Credit,Commit,1400,240,7,Above,0,130,24.1,Participant,Bookrunner,Promoted,0.1853846154,0.1714285714
Damiba Investment Group,Commit,1400,240,5,Above,1,195,38,Bookrunner,Bookrunner,None,0.1948717949,0.1714285714
Damiba Investment Group,Commit,1300,180,1,Market,1,51,3.6,Bookrunner,Bookrunner,None,0.07058823529,0.1384615385
Cold Cut Credit,Commit,1500,240,4,Market,0,39,12.1,Bookrunner,Bookrunner,None,0.3102564103,0.16
Bank of Pepperoni Pizza,Commit,1300,190,1,Market,2,187,40.2,Participant,Bookrunner,Promoted,0.214973262,0.1461538462
Ipanema Investments,Commit,1100,180,10,Below,0,82,19.4,Bookrunner,Bookrunner,None,0.2365853659,0.1636363636
Ipanema Investments,Commit,1200,200,9,Market,0,98,12.4,Bookrunner,Bookrunner,None,0.1265306122,0.1666666667
Bank of Pepperoni Pizza,Commit,800,130,3,Market,2,93,15.4,Participant,Bookrunner,Promoted,0.1655913978,0.1625
Cold Cut Credit,Commit,900,130,1,Market,2,82,8,Bookrunner,Bookrunner,None,0.09756097561,0.1444444444
Cold Cut Credit,Decline,1000,120,3,Market,2,103,10.4,Bookrunner,Participant,Demoted,0.1009708738,0.12
Cold Cut Credit,Commit,1100,140,6,Below,1,136,17.4,Bookrunner,Bookrunner,None,0.1279411765,0.1272727273
Cold Cut Credit,Commit,1400,220,10,Market,0,169,39,Bookrunner,Bookrunner,None,0.2307692308,0.1571428571
Bank of Pepperoni Pizza,Commit,800,120,1,Market,2,102,2.4,Bookrunner,Bookrunner,None,0.02352941176,0.15
Cold Cut Credit,Commit,1900,220,6,Market,1,207,14.5,Bookrunner,Participant,Demoted,0.07004830918,0.1157894737
Damiba Investment Group,Commit,1600,250,5,Above,0,71,14.8,Bookrunner,Bookrunner,None,0.2084507042,0.15625
Beef and Broccoli Union,Commit,1500,340,7,Above,0,149,10.1,Bookrunner,Bookrunner,None,0.0677852349,0.2266666667
Cold Cut Credit,Commit,1700,420,10,Market,0,246,104.1,Bookrunner,Bookrunner,None,0.4231707317,0.2470588235
Damiba Investment Group,Commit,600,100,2,Market,3,130,21.2,Bookrunner,Bookrunner,None,0.1630769231,0.1666666667
Damiba Investment Group,Commit,600,90,1,Below,2,60,14.1,Bookrunner,Bookrunner,None,0.235,0.15
Bank of Pepperoni Pizza,Commit,700,90,4,Market,1,102,9.2,Bookrunner,Bookrunner,None,0.09019607843,0.1285714286
Beef and Broccoli Union,Commit,900,140,2,Market,2,97,15.8,Bookrunner,Bookrunner,None,0.1628865979,0.1555555556
Cold Cut Credit,Commit,900,130,1,Market,2,81,1.8,Bookrunner,Bookrunner,None,0.02222222222,0.1444444444
Beef and Broccoli Union,Commit,1300,190,5,Market,2,204,6.1,Participant,Bookrunner,Promoted,0.02990196078,0.1461538462
Ipanema Investments,Commit,200,30,2,Market,2,23,0,Participant,Bookrunner,Promoted,0,0.15
Ipanema Investments,Commit,2000,380,8,Market,0,185,35.7,Bookrunner,Bookrunner,None,0.192972973,0.19
Cold Cut Credit,Decline,500,40,4,Below,1,58,9.7,Bookrunner,Participant,Demoted,0.1672413793,0.08
Beef and Broccoli Union,Commit,1100,150,9,Market,0,31,6.6,Bookrunner,Bookrunner,None,0.2129032258,0.1363636364
Ipanema Investments,Decline,1000,90,3,Market,2,99,21.2,Bookrunner,Participant,Demoted,0.2141414141,0.09
Damiba Investment Group,Commit,900,140,2,Market,2,47,6.1,Participant,Bookrunner,Promoted,0.129787234,0.1555555556
Cold Cut Credit,Commit,1900,340,7,Market,0,91,12.3,Bookrunner,Bookrunner,None,0.1351648352,0.1789473684
Ipanema Investments,Commit,900,120,1,Market,2,102,17,Bookrunner,Bookrunner,None,0.1666666667,0.1333333333
Beef and Broccoli Union,Decline,600,90,3,Market,2,32,3.7,Bookrunner,Bookrunner,None,0.115625,0.15
Ipanema Investments,Decline,1200,130,3,Market,2,142,7.2,Bookrunner,Participant,Demoted,0.05070422535,0.1083333333
Beef and Broccoli Union,Commit,800,100,1,Market,2,54,10.6,Bookrunner,Bookrunner,None,0.1962962963,0.125
Cold Cut Credit,Commit,800,150,2,Market,3,137,32.2,Bookrunner,Bookrunner,None,0.2350364964,0.1875
Ipanema Investments,Decline,1100,200,6,Below,1,71,5,Bookrunner,Bookrunner,None,0.07042253521,0.1818181818
Damiba Investment Group,Commit,500,80,2,Market,2,128,25.3,Participant,Bookrunner,Promoted,0.19765625,0.16
Beef and Broccoli Union,Decline,700,120,1,Market,2,101,6.1,Bookrunner,Bookrunner,None,0.0603960396,0.1714285714
Beef and Broccoli Union,Decline,800,140,3,Market,2,62,4.8,Bookrunner,Bookrunner,None,0.07741935484,0.175
Beef and Broccoli Union,Commit,700,130,2,Market,2,97,27.2,Bookrunner,Bookrunner,None,0.2804123711,0.1857142857
Ipanema Investments,Decline,1300,140,4,Market,1,88,9.7,Bookrunner,Participant,Demoted,0.1102272727,0.1076923077
Beef and Broccoli Union,Decline,300,30,3,Market,2,27,4.2,Participant,Participant,None,0.1555555556,0.1
Bank of Pepperoni Pizza,Commit,700,170,5,Market,1,74,31.3,Bookrunner,Bookrunner,None,0.422972973,0.2428571429
Beef and Broccoli Union,Commit,1000,190,4,Market,1,116,43.4,Bookrunner,Bookrunner,None,0.374137931,0.19
Damiba Investment Group,Decline,1200,120,2,Market,2,167,25.2,Bookrunner,Participant,Demoted,0.1508982036,0.1
Ipanema Investments,Commit,1600,280,5,Market,1,187,34.8,Bookrunner,Bookrunner,None,0.1860962567,0.175
Cold Cut Credit,Commit,1100,240,6,Market,1,133,51.6,Bookrunner,Bookrunner,None,0.3879699248,0.2181818182
Beef and Broccoli Union,Commit,1100,150,2,Market,2,94,17.9,Participant,Bookrunner,Promoted,0.1904255319,0.1363636364
Beef and Broccoli Union,Commit,400,70,4,Market,1,42,13.9,Bookrunner,Bookrunner,None,0.330952381,0.175
Ipanema Investments,Decline,600,120,2,Market,2,32,3.5,Bookrunner,Bookrunner,None,0.109375,0.2
Cold Cut Credit,Commit,1200,170,8,Market,0,70,11.3,Bookrunner,Bookrunner,None,0.1614285714,0.1416666667
Cold Cut Credit,Commit,800,140,3,Market,2,44,2.2,Participant,Bookrunner,Promoted,0.05,0.175
Bank of Pepperoni Pizza,Commit,1400,280,5,Below,1,188,29.3,Bookrunner,Bookrunner,None,0.1558510638,0.2
Beef and Broccoli Union,Decline,1100,120,4,Market,1,79,10.1,Bookrunner,Participant,Demoted,0.1278481013,0.1090909091
Cold Cut Credit,Commit,800,150,3,Market,3,146,42.5,Bookrunner,Bookrunner,None,0.2910958904,0.1875
Cold Cut Credit,Commit,1000,160,8,Market,0,147,18.4,Bookrunner,Bookrunner,None,0.125170068,0.16
Cold Cut Credit,Commit,600,90,3,Above,2,82,15.8,Bookrunner,Bookrunner,None,0.1926829268,0.15
Ipanema Investments,Commit,600,150,2,Market,3,118,32.7,Bookrunner,Bookrunner,None,0.2771186441,0.25
Beef and Broccoli Union,Commit,2400,340,2,Below,2,186,23.4,Participant,Bookrunner,Promoted,0.1258064516,0.1416666667
Ipanema Investments,Commit,1200,170,5,Above,1,70,0,Participant,Bookrunner,Promoted,0,0.1416666667
Damiba Investment Group,Commit,600,90,4,Market,0,52,6.8,Bookrunner,Bookrunner,None,0.1307692308,0.15
Damiba Investment Group,Commit,800,100,1,Above,2,61,13.7,Bookrunner,Bookrunner,None,0.2245901639,0.125
Damiba Investment Group,Commit,1300,160,2,Market,2,109,0,Participant,Bookrunner,Promoted,0,0.1230769231
Cold Cut Credit,Commit,1200,190,7,Above,0,49,10.4,Bookrunner,Bookrunner,None,0.212244898,0.1583333333
Beef and Broccoli Union,Commit,1500,210,9,Market,1,237,52.6,Participant,Bookrunner,Promoted,0.2219409283,0.14
Damiba Investment Group,Commit,1300,270,10,Market,0,176,11.3,Bookrunner,Bookrunner,None,0.06420454545,0.2076923077
Bank of Pepperoni Pizza,Commit,700,100,2,Market,2,59,11.6,Bookrunner,Bookrunner,None,0.1966101695,0.1428571429
Beef and Broccoli Union,Commit,1900,300,7,Market,0,228,55.6,Bookrunner,Bookrunner,None,0.2438596491,0.1578947368
Bank of Pepperoni Pizza,Commit,300,40,2,Market,2,37,2.1,Bookrunner,Bookrunner,None,0.05675675676,0.1333333333
Cold Cut Credit,Commit,1000,180,10,Market,1,161,9,Participant,Bookrunner,Promoted,0.05590062112,0.18
Cold Cut Credit,Commit,1400,290,5,Market,1,181,13.4,Bookrunner,Bookrunner,None,0.07403314917,0.2071428571
Beef and Broccoli Union,Decline,1400,150,5,Below,1,98,5.6,Participant,Participant,None,0.05714285714,0.1071428571
Ipanema Investments,Commit,1500,350,7,Market,0,293,115.7,Bookrunner,Bookrunner,None,0.3948805461,0.2333333333
Damiba Investment Group,Commit,1800,310,8,Market,0,165,2.1,Bookrunner,Bookrunner,None,0.01272727273,0.1722222222
Cold Cut Credit,Commit,1400,190,2,Market,2,146,25.7,Participant,Bookrunner,Promoted,0.1760273973,0.1357142857
Bank of Pepperoni Pizza,Commit,2000,340,5,Market,1,162,40.5,Bookrunner,Bookrunner,None,0.25,0.17
Bank of Pepperoni Pizza,Commit,1900,140,8,Market,0,274,39.5,Bookrunner,Participant,Demoted,0.1441605839,0.07368421053
Ipanema Investments,Commit,800,130,2,Market,2,64,6.7,Participant,Bookrunner,Promoted,0.1046875,0.1625
Bank of Pepperoni Pizza,Commit,1600,220,6,Market,1,176,15.3,Bookrunner,Bookrunner,None,0.08693181818,0.1375
Ipanema Investments,Commit,700,90,1,Above,2,66,3.3,Bookrunner,Bookrunner,None,0.05,0.1285714286
Beef and Broccoli Union,Decline,2100,280,2,Market,2,130,4.6,Bookrunner,Bookrunner,None,0.03538461538,0.1333333333
Bank of Pepperoni Pizza,Commit,700,130,1,Market,2,75,0.2,Bookrunner,Bookrunner,None,0.002666666667,0.1857142857
Cold Cut Credit,Commit,1000,110,3,Market,3,157,15.4,Participant,Participant,None,0.09808917197,0.11
Damiba Investment Group,Decline,1100,130,9,Market,1,166,14.8,Bookrunner,Participant,Demoted,0.08915662651,0.1181818182
Damiba Investment Group,Commit,1400,260,4,Market,1,181,62.3,Bookrunner,Bookrunner,None,0.344198895,0.1857142857
Damiba Investment Group,Commit,500,60,4,Market,1,48,3.1,Bookrunner,Bookrunner,None,0.06458333333,0.12
Beef and Broccoli Union,Decline,600,70,3,Market,2,66,3.4,Bookrunner,Participant,Demoted,0.05151515152,0.1166666667
Cold Cut Credit,Commit,1300,150,7,Market,0,117,20.8,Participant,Participant,None,0.1777777778,0.1153846154
Cold Cut Credit,Commit,400,80,1,Below,2,27,10.4,Bookrunner,Bookrunner,None,0.3851851852,0.2
Bank of Pepperoni Pizza,Decline,500,50,3,Market,2,71,5,Bookrunner,Participant,Demoted,0.07042253521,0.1
Bank of Pepperoni Pizza,Commit,1700,280,7,Market,0,74,14,Participant,Bookrunner,Promoted,0.1891891892,0.1647058824
Cold Cut Credit,Commit,1700,260,8,Market,0,214,29.3,Participant,Bookrunner,Promoted,0.1369158879,0.1529411765
Beef and Broccoli Union,Commit,2500,430,8,Below,0,331,67.2,Bookrunner,Bookrunner,None,0.203021148,0.172
Bank of Pepperoni Pizza,Commit,1300,190,9,Market,0,193,44.4,Bookrunner,Bookrunner,None,0.2300518135,0.1461538462
Bank of Pepperoni Pizza,Commit,1200,240,5,Market,0,54,19.7,Bookrunner,Bookrunner,None,0.3648148148,0.2
Beef and Broccoli Union,Commit,1400,210,2,Market,2,97,11.8,Bookrunner,Bookrunner,None,0.1216494845,0.15
Damiba Investment Group,Commit,400,70,2,Market,2,55,17.2,Bookrunner,Bookrunner,None,0.3127272727,0.175
Ipanema Investments,Commit,400,60,2,Market,2,25,6.1,Participant,Bookrunner,Promoted,0.244,0.15
Damiba Investment Group,Commit,800,150,2,Market,2,97,28.7,Bookrunner,Bookrunner,None,0.2958762887,0.1875
Bank of Pepperoni Pizza,Commit,1600,290,1,Above,2,214,49.4,Bookrunner,Bookrunner,None,0.2308411215,0.18125
Damiba Investment Group,Commit,1200,260,3,Above,2,161,29,Bookrunner,Bookrunner,None,0.1801242236,0.2166666667
Bank of Pepperoni Pizza,Commit,800,160,2,Market,2,118,36,Bookrunner,Bookrunner,None,0.3050847458,0.2
Damiba Investment Group,Commit,1500,350,10,Market,0,12,4.3,Participant,Bookrunner,Promoted,0.3583333333,0.2333333333
Ipanema Investments,Commit,700,130,2,Above,2,97,33.9,Bookrunner,Bookrunner,None,0.3494845361,0.1857142857
Cold Cut Credit,Decline,400,70,1,Below,2,35,0.7,Bookrunner,Bookrunner,None,0.02,0.175
Ipanema Investments,Commit,1200,150,7,Market,0,104,6.3,Bookrunner,Bookrunner,None,0.06057692308,0.125
Damiba Investment Group,Commit,1800,220,2,Market,2,184,8.5,Bookrunner,Bookrunner,None,0.04619565217,0.1222222222
Ipanema Investments,Decline,1400,90,5,Market,1,127,11,Bookrunner,Participant,Demoted,0.08661417323,0.06428571429
Ipanema Investments,Commit,900,140,2,Market,1,35,8.6,Bookrunner,Bookrunner,None,0.2457142857,0.1555555556
Cold Cut Credit,Commit,1200,120,9,Market,0,145,26.7,Bookrunner,Participant,Demoted,0.184137931,0.1
Bank of Pepperoni Pizza,Commit,1700,280,10,Market,0,246,2.7,Bookrunner,Bookrunner,None,0.01097560976,0.1647058824
Cold Cut Credit,Commit,1500,300,5,Market,1,204,79.2,Bookrunner,Bookrunner,None,0.3882352941,0.2
Damiba Investment Group,Commit,700,60,2,Market,2,51,0.1,Participant,Participant,None,0.001960784314,0.08571428571
Cold Cut Credit,Commit,1400,270,8,Market,0,142,31,Participant,Bookrunner,Promoted,0.2183098592,0.1928571429
Ipanema Investments,Commit,700,100,3,Market,1,19,4.6,Bookrunner,Bookrunner,None,0.2421052632,0.1428571429
Bank of Pepperoni Pizza,Commit,1700,180,3,Market,1,63,13,Bookrunner,Participant,Demoted,0.2063492063,0.1058823529
Damiba Investment Group,Commit,1800,180,9,Market,1,327,73.9,Bookrunner,Participant,Demoted,0.2259938838,0.1
Beef and Broccoli Union,Commit,1400,260,4,Above,1,181,17.4,Bookrunner,Bookrunner,None,0.09613259669,0.1857142857
Cold Cut Credit,Commit,900,150,2,Market,2,79,1.6,Bookrunner,Bookrunner,None,0.02025316456,0.1666666667
Beef and Broccoli Union,Commit,700,110,1,Market,2,69,15.2,Bookrunner,Bookrunner,None,0.2202898551,0.1571428571
Cold Cut Credit,Commit,1500,240,4,Below,1,168,32.8,Bookrunner,Bookrunner,None,0.1952380952,0.16
